Subject,Predicate,Object
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,材质,gold wrapped silk thread; linen; silk; ink; tapestry weave
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,尺寸,overall: 28.9 cm x 14.6 cm
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,对象类型,rank badge
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,时期,Qing 19th century
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,制作地点,China
Embroidered Wool Hanging,创作者,unknown
Embroidered Wool Hanging,类别,textiles
Embroidered Wool Hanging,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Wool Hanging,文化,Chinese
Embroidered Wool Hanging,制作时间,1870-1880
Embroidered Wool Hanging,材质,copper-wrapped silk thread; gold wrapped silk thread; linen; silk floss; wool; embroidery
Embroidered Wool Hanging,尺寸,overall: 294.5 cm x 57.9 cm
Embroidered Wool Hanging,对象类型,hanging
Embroidered Wool Hanging,时期,Qing 19th century
Embroidered Wool Hanging,制作地点,China
Silk Tapestry Weave Fragmentary Panel,创作者,unknown
Silk Tapestry Weave Fragmentary Panel,类别,textiles
Silk Tapestry Weave Fragmentary Panel,捐赠来源,Gift of Sandy and Cécile Mactaggart
Silk Tapestry Weave Fragmentary Panel,文化,Chinese
Silk Tapestry Weave Fragmentary Panel,制作时间,1662-1722
Silk Tapestry Weave Fragmentary Panel,材质,gold wrapped silk thread; silk; silk tapestry weave
Silk Tapestry Weave Fragmentary Panel,尺寸,overall: 38 cm x 37.2 cm
Silk Tapestry Weave Fragmentary Panel,对象类型,panel
Silk Tapestry Weave Fragmentary Panel,时期,Qing 17th-18th centuries
Silk Tapestry Weave Fragmentary Panel,制作地点,China
Album Leaf from Insects,创作者,unknown
Album Leaf from Insects,类别,albums
Album Leaf from Insects,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Insects,文化,Chinese
Album Leaf from Insects,制作时间,date unknown
Album Leaf from Insects,描述,"A painting of two leafy plants, complete with root systems, and three butterflies."
Album Leaf from Insects,材质,ink; paper
Album Leaf from Insects,尺寸,sheet: 43.3 cm x 35.2 cm; image: 31.1 cm x 21.2 cm
Album Leaf from Insects,对象类型,album leaf
Album Leaf from Insects,时期,Qing 18th-19th centuries
Album Leaf from Insects,制作地点,China
Trunk,创作者,unknown
Trunk,类别,containers
Trunk,捐赠来源,Gift of Sandy and Cécile Mactaggart
Trunk,文化,Chinese
Trunk,制作时间,date unknown
Trunk,材质,painted wood with metal hardware
Trunk,尺寸,overall: 27.1 cm x 67.5 cm x 45.7 cm
Trunk,对象类型,trunk
Trunk,时期,Qing 19th century
Trunk,制作地点,China
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",创作者,Gao Jin
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",类别,published works
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",捐赠来源,Gift of Sandy and Cécile Mactaggart
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",文化,Chinese
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",制作时间,1771
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 35, Chapter 89-91. Chengtu [Imperial highways]. Woodblock printed, thread binding."
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",材质,"printed woodblock, thread binding"
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",尺寸,overall: 29.8 cm x 20.5 cm
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",对象类型,book
"Magnificent Record of the Southern Tours, volume 35, chapters 89-91",制作地点,China: Beijing
Portrait of Wang Guyuan,创作者,Huang Zeng
Portrait of Wang Guyuan,类别,paintings
Portrait of Wang Guyuan,捐赠来源,Gift of Sandy and Cécile Mactaggart
Portrait of Wang Guyuan,文化,Chinese
Portrait of Wang Guyuan,制作时间,1755
Portrait of Wang Guyuan,描述,A hanging scroll painting depicting figures in front of a studio.
Portrait of Wang Guyuan,题跋,"Signed by Huang Zeng of Suzhou.  The scroll is inscribed with 9 colophons by: Qian Chenqun, Wang Chang, Shen Dacheng, Jiang Shiquan, Zhang Gang, Jin Nong, Wang Guyuan, Zhang Sike and Min Hua. The scroll is impressed…												

													Signed by Huang Zeng of Suzhou.  The scroll is inscribed with 9 colophons by: Qian Chenqun, Wang Chang, Shen Dacheng, Jiang Shiquan, Zhang Gang, Jin Nong, Wang Guyuan, Zhang Sike and Min Hua. The scroll is impressed with 6 collector's seals.												
Read More +"
Portrait of Wang Guyuan,材质,ink and light colour on paper
Portrait of Wang Guyuan,尺寸,sheet: 265.7 cm x 68.9 cm; image: 160.5 cm x 51.3 cm
Portrait of Wang Guyuan,对象类型,hanging scroll
Portrait of Wang Guyuan,时期,Qing 18th century
Portrait of Wang Guyuan,制作地点,China
Back Panel of a Rank Badge for a Civil Official,创作者,unknown
Back Panel of a Rank Badge for a Civil Official,类别,textiles
Back Panel of a Rank Badge for a Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Back Panel of a Rank Badge for a Civil Official,文化,Chinese
Back Panel of a Rank Badge for a Civil Official,制作时间,1851-1861
Back Panel of a Rank Badge for a Civil Official,材质,silk brocade; paper
Back Panel of a Rank Badge for a Civil Official,尺寸,overall: 35.2 cm x 37.4 cm
Back Panel of a Rank Badge for a Civil Official,对象类型,rank badge
Back Panel of a Rank Badge for a Civil Official,时期,Qing 19th century
Back Panel of a Rank Badge for a Civil Official,制作地点,China
Monk Meditating in Woods Handscroll with Storage Box,创作者,Qian Gu
Monk Meditating in Woods Handscroll with Storage Box,类别,paintings
Monk Meditating in Woods Handscroll with Storage Box,捐赠来源,Gift of Sandy and Cécile Mactaggart
Monk Meditating in Woods Handscroll with Storage Box,文化,Chinese
Monk Meditating in Woods Handscroll with Storage Box,制作时间,1566
Monk Meditating in Woods Handscroll with Storage Box,描述,A handscroll painting with wooden storage box.
Monk Meditating in Woods Handscroll with Storage Box,材质,ink and colour on paper
Monk Meditating in Woods Handscroll with Storage Box,尺寸,sheet: 30.7 cm x 1197.6 cm; image: 27.5 cm x 133 cm
Monk Meditating in Woods Handscroll with Storage Box,对象类型,handscroll set
Monk Meditating in Woods Handscroll with Storage Box,时期,Ming 16th century
Monk Meditating in Woods Handscroll with Storage Box,制作地点,China
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,创作者,unknown
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,类别,textiles
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,文化,Chinese
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,制作时间,1862-1874
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,材质,silk and metal-wrapped thread embroidery with ink
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,尺寸,overall: 29.1 cm x 15.1 cm
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,对象类型,rank badge
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,时期,Qing 19th century
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,制作地点,China
Embroidered Blue Silk Surcoat for a Woman,创作者,unknown
Embroidered Blue Silk Surcoat for a Woman,类别,clothing
Embroidered Blue Silk Surcoat for a Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Surcoat for a Woman,文化,Chinese
Embroidered Blue Silk Surcoat for a Woman,制作时间,date unknown
Embroidered Blue Silk Surcoat for a Woman,材质,dark blue silk satin embroidered with silk threads
Embroidered Blue Silk Surcoat for a Woman,尺寸,overall: 126.5 cm x 148.5 cm; neck to hem: 126.5 cm; cuff to cuff: x 148.5 cm
Embroidered Blue Silk Surcoat for a Woman,对象类型,surcoat
Embroidered Blue Silk Surcoat for a Woman,时期,Qing 19th century
Embroidered Blue Silk Surcoat for a Woman,制作地点,China
Uncut Embroidered Yellow Silk Cushion Cover,创作者,unknown
Uncut Embroidered Yellow Silk Cushion Cover,类别,textiles
Uncut Embroidered Yellow Silk Cushion Cover,捐赠来源,Gift of Sandy and Cécile Mactaggart
Uncut Embroidered Yellow Silk Cushion Cover,文化,Chinese
Uncut Embroidered Yellow Silk Cushion Cover,制作时间,date unknown
Uncut Embroidered Yellow Silk Cushion Cover,材质,gold wrapped silk thread; silk floss; silk satin; embroidery
Uncut Embroidered Yellow Silk Cushion Cover,尺寸,overall: 55.5 cm x 76.4 cm
Uncut Embroidered Yellow Silk Cushion Cover,对象类型,cushion cover
Uncut Embroidered Yellow Silk Cushion Cover,时期,Qing 19th century
Uncut Embroidered Yellow Silk Cushion Cover,制作地点,China
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,创作者,unknown
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,类别,textiles
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,文化,Chinese
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,制作时间,1821-1850
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,材质,gold wrapped silk thread; ink; silk brocade; paper
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,对象类型,rank badge
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,时期,Qing 19th century
Left Side of the Front Panel of a Rank Badge for a First Rank Civil Official,制作地点,China
Embroidered Blue Silk Surcoat for a Child,创作者,unknown
Embroidered Blue Silk Surcoat for a Child,类别,textiles
Embroidered Blue Silk Surcoat for a Child,捐赠来源,Gift of Jean Small
Embroidered Blue Silk Surcoat for a Child,文化,Chinese
Embroidered Blue Silk Surcoat for a Child,制作时间,date unknown
Embroidered Blue Silk Surcoat for a Child,描述,"This surcoat was made for a male child and would have resembled one worn by his patriarch, who would have been a first rank civil official. The rank badge on the front and back of the surcoat features a crane. It likely dates to the late Qing period, as its style would not have been regarded as permissible during earlier regulations."
Embroidered Blue Silk Surcoat for a Child,材质,dark blue silk embroidered with silk and metal-wrapped threads
Embroidered Blue Silk Surcoat for a Child,尺寸,overall: 64.3 cm x 90.5 cm
Embroidered Blue Silk Surcoat for a Child,对象类型,surcoat
Embroidered Blue Silk Surcoat for a Child,制作地点,China
Embroidered Blue Silk Jacket for a Straits Chinese Woman,创作者,unknown
Embroidered Blue Silk Jacket for a Straits Chinese Woman,类别,clothing
Embroidered Blue Silk Jacket for a Straits Chinese Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Blue Silk Jacket for a Straits Chinese Woman,文化,Chinese
Embroidered Blue Silk Jacket for a Straits Chinese Woman,制作时间,date unknown
Embroidered Blue Silk Jacket for a Straits Chinese Woman,材质,blue-green silk satin damask embroidered with silk and metal-wrapped threads
Embroidered Blue Silk Jacket for a Straits Chinese Woman,尺寸,overall: 118 cm x 174.5 cm; neck to hem: 118 cm; cuff to cuff: x 174.5 cm
Embroidered Blue Silk Jacket for a Straits Chinese Woman,对象类型,jacket
Embroidered Blue Silk Jacket for a Straits Chinese Woman,时期,Qing 19th century
Embroidered Blue Silk Jacket for a Straits Chinese Woman,制作地点,China
Embroidered Wool Panel,创作者,unknown
Embroidered Wool Panel,类别,textiles
Embroidered Wool Panel,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Wool Panel,文化,Chinese
Embroidered Wool Panel,制作时间,date unknown
Embroidered Wool Panel,材质,gold wrapped silk thread; silk floss; wool; copper-wrapped silk thread; embroidery
Embroidered Wool Panel,尺寸,overall: 299.2 cm x 61.6 cm
Embroidered Wool Panel,对象类型,panel
Embroidered Wool Panel,时期,Qing 19th century
Embroidered Wool Panel,制作地点,China
Album Leaf from Illustrations of Costumes from the Qianlong Court,创作者,unknown
Album Leaf from Illustrations of Costumes from the Qianlong Court,类别,albums
Album Leaf from Illustrations of Costumes from the Qianlong Court,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Illustrations of Costumes from the Qianlong Court,文化,Chinese
Album Leaf from Illustrations of Costumes from the Qianlong Court,制作时间,ca. 1759
Album Leaf from Illustrations of Costumes from the Qianlong Court,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.25) and it contains three columns of regular script calligraphy describing the regulations of a winter court robe (chaopao), the third style for the empress dowager and empress. The text on this leaf continues from the attached leaf on the right side."
