Subject,Predicate,Object,ObjectLabel
2005.5.42.1,文化,Chinese,culture
2004.19.71.10,对象类型,album leaf,type
2005.5.403.2.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.566.1,材质,gold wrapped silk thread; silk; silk floss; silk gauze; silver wrapped silk thread; embroidery,material
2005.5.88.3,类别,costume accessories,category
2005.5.163,对象类型,jacket,type
2005.5.578.1,时期,Qing 19th-20th centuries,period
2005.5.430,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.68.1.1,标题,Print from the Qianlong Emperor’s Conquests,title
2005.5.440.2,材料术语,Tapestry Weave											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.379,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.76,标题,Blue Embroidered Silk Informal Vest for a Woman,title
2010.20.1.2.1,创作者,Gao Jin,artist
2004.19.3.12,制作地点,China,place
2005.5.58,标题,Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,title
2005.5.387.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.2.23,描述,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of a man being beheaded by an executioner. The prisoner, kneeling barefoot on the left, is wearing a brown short tunic over pants with his hands behind his back. Next to him is a long narrow sign with writing, likely naming his crimes. The executioner, holding a long sword, is wearing a black jacket over black pants with a brown conical hat.",description
2005.5.572.2,材质,copper-wrapped silk thread; gold wrapped silk thread; ink; tapestry weave; linen; silk; silver wrapped silk thread,material
2004.19.79.5,类别,paintings,category
2004.19.1.1.30,尺寸,sheet: 42.2 cm x 40.8 cm; image: 29.9 cm x 37.7 cm,measurement
2004.19.2.14,类别,albums,category
2005.5.318,文化,Chinese,culture
2005.5.31,制作时间,ca. 1900,date
2004.19.35,创作者,Huang Zeng,artist
2005.5.598.1,对象类型,rank badge,type
2005.5.561.1.2,时期,Qing 19th century,period
2005.5.115,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.226.2,对象类型,skirt,type
2005.5.554.2,标题,Back Panel of a Rank Badge for a Fifth Rank Civil Official,title
2005.5.529,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.298,文化,Chinese,culture
2005.5.1,对象类型,jacket,type
2005.5.583,制作地点,China,place
2005.5.79,制作地点,China,place
2005.5.72,材质,green-blue silk satin embroidered with silk,material
2005.5.587,对象类型,rank badge,type
2005.5.500.1,对象类型,panel,type
2004.19.68.1.16,描述,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.30. It is number 7, chronologically, in the set of 16 copperplate engravings.",description
2004.19.2.20,文化,Chinese,culture
2010.20.1.5.6,创作者,Gao Jin,artist
2004.19.1.1.18,文化,Chinese,culture
2004.19.2.1,对象类型,album leaf,type
2004.19.1.1.14,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.156,尺寸,overall: 132.5 cm x 207.5 cm; neck to hem: 132.5 cm; cuff to cuff: x 207.5 cm,measurement
2022.7.5.1,制作时间,1875 - 1908,date
2005.5.50.2,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.553,时期,Qing 19th century,period
2005.5.540,类别,textiles,category
2005.5.201,尺寸,overall: 91.1 cm x 160.5 cm,measurement
2004.19.11.7,创作者,Yuan Jiang,artist
2010.20.1.3.3,尺寸,overall: 29.8 cm x 20.5 cm,measurement
2004.19.54.1,材质,ink and colour on silk,material
2005.5.641.2,标题,Framed Back of an Embroidered Silk Vest for a Woman,title
2005.5.605.1,制作地点,China,place
2004.19.1.2,描述,A textile-covered folder that encloses the album leaves.,description
2005.5.207,制作时间,ca. 1910,date
2004.19.64.3.2,描述,Lid of storage box for handscroll.,description
2005.5.290,对象类型,panel,type
2004.19.22,类别,paintings,category
2005.5.607.2,时期,Qing 19th century,period
2005.5.8,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.3.30,制作地点,China,place
2005.5.545,标题,Front and Back Panels of a Rank Badge for a Second Rank Civil Official,title
2005.5.549,制作地点,China,place
2005.5.50,制作地点,China,place
2004.19.11.9,制作地点,China,place
2005.5.566,材质,gold wrapped silk thread; silk; silk floss; silk gauze; silver wrapped silk thread; embroidery,material
2005.5.557,文化,Chinese,culture
2009.8.11.1,标题,Jacket for Puppet Costume,title
2005.5.88.1,类别,costume accessories,category
2005.5.51,对象类型,panel,type
2022.7.5,捐赠来源,Purchased by University of Alberta Museums,donor
2004.19.2.25,时期,Qing 18th century,period
2005.5.587.1,文化,Chinese,culture
2005.5.231,标题,Red Silk Tapestry Weave Peony and Lotus Flower Panel,title
2004.19.54,创作者,Liu Du,artist
2005.5.66,对象类型,panel,type
2005.5.154,材质,green silk satin embroidered with silk and metal-wrapped threads,material
2005.5.568.1.2,对象类型,rank badge,type
2004.19.89,题跋,"This scroll has two inscriptions: one is signed by Fei'an and is impressed with 1 artist seal, the other is signed by Zhao Kejia and is impressed with 1 artist seal.",inscription
2009.8.11,捐赠来源,Gift of Jean Small,donor
2004.19.87,对象类型,hanging scroll,type
2004.19.75.2,对象类型,box,type
2005.5.496,制作地点,China,place
2005.5.88.3,材质,silk satin; silk floss; embroidery; cardboard; braided cord; woven ribbon; linen,material
2005.5.494,材料术语,Damask											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.349,制作地点,China,place
2005.5.557.2,类别,textiles,category
2005.5.28,类别,textiles,category
2005.5.383,制作地点,China,place
2010.20.1.8.5,文化,Chinese,culture
2004.19.79.1,材质,ink on silk,material
2004.19.28,尺寸,sheet: 102.9 cm x 30.2 cm; image: 21.7 cm x 18.6 cm,measurement
2005.5.433.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.624,尺寸,overall: 26.4 cm x 114.5 cm,measurement
2005.5.162,尺寸,overall: 63.5 cm x 121.8 cm; neck to hem: 63.5 cm; cuff to cuff: x 121.8 cm,measurement
2005.5.537,制作时间,ca. 1900,date
2004.19.1.1.31,材质,ink; silk; paper,material
2005.5.595.2,时期,Qing 19th century,period
2004.19.64.3.1,描述,Base of storage box for handscroll.,description
2004.19.71.5,创作者,Wang Shimin,artist
2005.5.578.2,对象类型,rank badge,type
2005.5.200,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.9.11,类别,albums,category
2005.5.328,标题,Blue Silk Tapestry Weave Dragon Robe for a Man,title
2005.5.545.2,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird or beast was seen on rank badges.  This rank badge features a golden pheasant, representing a second-rank civil official. It is perched on a rock and gazing at a sun disc in the top left corner. Surrounding the birds in this badge are clouds and waves. This badge is made with gold and silver metal-wrapped thread and details rendered in multi-coloured silk floss.",description
2005.5.347,文化,Chinese,culture
2005.5.464,尺寸,overall: 108 cm x 80 cm,measurement
2004.19.79,尺寸,overall: 231.1 cm x 48 cm; image: 198.5 cm x 47.4 cm,measurement
2004.19.70.2.1,类别,containers,category
2005.5.143.5,时期,Qing 19th century,period
2005.5.534.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.382.1,时期,Qing 18th century,period
2004.19.9.14,创作者,Yao Song,artist
2005.5.464,文化,Chinese,culture
2005.5.599.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2016.3.2,描述,"The bird in the centre has a plume head and a puffy feathered neck featuring a mandarin duck and a symbol for a 7th rank civil official. Worked in metallic threads on brown silk. Bird shown against a trellis background, surrounded by clouds and Daoist emblems.",description
2005.5.587.1.2,对象类型,rank badge,type
2005.5.62,文化,Chinese,culture
2010.21.5.1,制作时间,late 19th - early 20th century,date
2004.19.2.4,材质,ink; paper,material
2005.5.529,尺寸,overall: 99 cm x 116.7 cm,measurement
2004.19.1.1.57,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2004.19.72.3,材质,ink and colour on paper,material
2004.19.28,描述,"An album leaf now mounted as a hanging scroll of a landscape with a pavilion, painted in the blue and green style.",description
2005.5.87.5,制作地点,China,place
2005.5.362.1,制作地点,China,place
2005.5.608,材质,gold wrapped silk thread; silk satin; silver wrapped silk thread; embroidery; paper,material
2005.5.449,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.621.5,制作地点,China,place
2005.5.560.1.2,制作时间,1851-1861,date
2004.19.9.14,类别,albums,category
2015.8.4,捐赠来源,Bequest of the Estate of John Caughell,donor
2005.5.284,对象类型,chair covers and table frontal,type
2005.5.589.2,制作地点,China,place
2010.20.1.3.4,标题,"Magnificent Record of the Southern Tours, volume 16, chapters 40-42",title
2005.5.394,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.152.2,对象类型,leggings,type
2005.5.381.1,时期,Qing 18th century,period
2010.20.1.8.6,创作者,Gao Jin,artist
2004.19.79.7,对象类型,hanging scroll,type
2005.5.42.2,材质,silk; embroidery; braid,material
2004.19.68.1.4,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.38.6,标题,Album Leaf from Album of Figures,title
2004.19.72.4,类别,albums,category
2005.5.562.1.2,尺寸,overall: 26.7 cm x 14.3 cm,measurement
2005.5.299,材质,gold wrapped silk thread; silk; silk brocade; cotton; silk satin,material
2005.5.525,对象类型,skirt,type
2010.20.1.8.5,描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 47, Chapter 116-117. Zouyi [Court memorials]. Woodblock printed, thread binding.",description
2005.5.534.2,制作时间,ca. 1900,date
2005.5.340,材质,"beadwork, leather; metal",material
2005.5.575.1,制作地点,China,place
2005.5.36,时期,Qing 19th century,period
2005.5.473,类别,clothing,category
2005.5.603,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.87.2,标题,Embroidered Silk Purse,title
2005.5.554.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.588,标题,Front and Back Panels of a Rank Badge for a Ninth Rank Civil Official,title
2005.5.333,标题,Embroidered Red Silk Gauze Skirt for a Woman,title
2004.19.2.32,类别,albums,category
2004.19.7,创作者,Zhang Hong											 											  												 												 													 														View People Details »,artist
2005.5.503.1,尺寸,overall: 49.4 cm x 105.1 cm,measurement
2005.5.123,类别,textiles,category
2005.5.641,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.559,制作时间,1875-1908,date
2005.5.12,文化,Chinese,culture
2004.19.2.47,对象类型,album leaf,type
2005.5.66,类别,textiles,category
2004.19.9.7,尺寸,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,measurement
2005.5.348,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.433.3,尺寸,overall: 295 cm x 58.4 cm,measurement
2005.5.268,材质,gold wrapped silk thread; silk brocade; silk satin,material
2005.5.403.2,制作地点,China,place
2010.20.1.4.3,材质,"printed woodblock, thread binding",material
2004.19.2.34,文化,Chinese,culture
2005.5.433,文化,Chinese,culture
2005.5.604,对象类型,rank badge,type
2004.19.73.4.2,制作地点,China,place
2005.5.382.2,文化,Chinese,culture
2004.19.3.1,文化,Chinese,culture
2004.19.68.1.18,材质,silk; paper; ink,material
2005.5.49,文化,Chinese,culture
2005.5.303,文化,Chinese,culture
2005.5.540,材质,gold wrapped silk thread; silk; silk brocade; silk satin,material
2010.17.85,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
